0 0
-150000 1.26
-260000 -79.63
-970000 -78.92
-1080000 1.39
-1190000 11.33
-1290000 18.02
-1430000 19.51
-1590000 13.09
-1660000 -0.89
-1730000 -73.65
-1750000 -77.67
-1940000 -79.54
-2000000 -2.69
-2040000 -75.45
-2070000 6.17
-2240000 16.42
-2390000 7.73
-2420000 -3.54
-2460000 -64.17
-2540000 -71.55
-2610000 -67.02
-2710000 -60.11
-2770000 -24.61
-2840000 10.99
-2860000 15.86
-2980000 16.48
-3080000 11.37
-3140000 -68.1
-3160000 -62.69
-3160000 -72.97
-3270000 -75.06
-3380000 -69.66
-3430000 -62.53
-3540000 28.06
-3590000 41.15
-3640000 51.32
-3750000 54.76
-3820000 55.07
-3920000 46.17
-3990000 31
-4100000 -20.33
-4110000 -25.97
-4190000 -27.83
-4270000 -21.99
-4340000 -14.32
-4340000 61.46
-4360000 1.59
-4400000 67.62
-4440000 69.67
-4510000 68.14
-4630000 70.39
-4780000 79.67
-4920000 85.05
-5230000 88.24
-5470000 87.75
-5650000 83.82
-5710000 71.9
-5830000 -32.27
-5860000 -38.13
-5970000 -42.81
-6120000 -36.23
-6150000 -28.23
-6180000 28.5
-6340000 34.31
-6440000 35.37
-6580000 29.71
-6590000 20.72
-6630000 -18.48
-6730000 -23.48
-6910000 -26.22
-7010000 -23.1
-7080000 -18.13
-7110000 -2.98
-7310000 5.11
-7560000 11.02
-7890000 11.3
-8240000 7.56
-8450000 -2
-8660000 -16.32
-8850000 -21.87
-9080000 -24.18
-9610000 -24.48
-9780000 -19.1
-9970000 -7.99
-10070000 -2.4
-10220000 -0.31
-10360000 -0.8
-10460000 -3.88
-10520000 -12.78
-10760000 -69.08
-10790000 -75.59
-10860000 -79.08
-10970000 -75.56
-10990000 -67.45
-11010000 25.76
-11050000 39.7
-11150000 49.72
-11270000 52.9
-11400000 53.39
-11530000 52.24
-11650000 46.98
-11700000 41.76
-11810000 39.65
-11890000 48.16
-11930000 82.68
-12030000 91.11
-12310000 96.25
-12610000 94.67
-12800000 89.76
-12940000 84.86
-13120000 84.39
-13230000 90.11
-13290000 118.79
-13440000 127.42
-13720000 136.57
-14120000 142.98
-14520000 141.38
-14800000 137.11
-14890000 57.08
-15020000 52.51
-15080000 58.24
-15110000 101.21
-15250000 133.87
-15310000 140.14
-15520000 143.23
-15770000 138.83
-15830000 131.13
-15920000 45.69
-15980000 41.24
-16090000 41.64
-16130000 50.62
-16180000 89.36
-16220000 106.79
-16240000 122.48
-16320000 131.01
-16430000 135.75
-16600000 138.3
-16770000 137.18
-16870000 133.26
-16940000 122.31
-17010000 116.88
-17130000 115.33
-17400000 118.73
-17740000 120.7
-18070000 118.46
-18610000 106.63
-19270000 87.1
-19830000 67.69
-20010000 64.18
-20140000 66.96
-20250000 74.3
-20330000 110.65
-20410000 117.23
-20600000 120.64
-20770000 116.37
-20820000 109.11
-20950000 102.57
-21100000 110.65
-21290000 118.39
-21690000 128.24
-22060000 133.22
-22440000 134.09
-22880000 129.1
-23180000 121.33
-23350000 104.17
-23440000 45.04
-23500000 35.06
-23650000 33.28
-23760000 39.53
-23850000 71.45
-23860000 80.86
-24050000 85.26
-24250000 84.25
-24380000 75.68
-24450000 61.37
-24450000 53.36
-24680000 47.36
-24890000 54.24
-25060000 69.37
-25240000 77.24
-25520000 80.86
-25800000 80.81
-26040000 76.43
-26260000 66.96
-26550000 36.7
-26640000 31.49
-26840000 30.26
-26990000 34.01
-27140000 58.13
-27680000 62.07
-28290000 56.48
-28800000 37.69
-28930000 20.46
-28990000 10.06
-29230000 3.1
-29500000 1.01
-29930000 11.14
-29930000 35.06
-30110000 148.02
-30160000 131.72
-30370000 167.15
-30590000 177.32
-30840000 178.81
-31020000 175.68
-31220000 173.42
-31360000 178.86
-31800000 192.24
-32140000 196.27
-32460000 196.3
-32770000 192.65
-33080000 179.26
-33120000 160.95
-33290000 111.11
-33370000 102.64
-33570000 103.46
-33670000 113.39
-33720000 137.74
-33770000 147.46
-33880000 151.31
-34040000 149.51
-34080000 142.24
-34100000 135.95
-34190000 131.7
-34280000 132.74
-34360000 138.89
-34720000 142.74
-35020000 136.63
-35080000 129.8
-35450000 124.88
-35910000 129.57
-36230000 133.3
-36570000 128.25
-36670000 120.01
-36800000 102.01
-37230000 94.57
-37370000 158.74
-37570000 170.61
-37680000 175.03
-37990000 175.95
-38400000 171.98
-38740000 173.32
-38960000 177.51
-39040000 187.13
-39340000 192.38
-39650000 192.01
-39850000 180.72
-40100000 151.99
-40290000 144.05
-40680000 139.66
-41010000 139.72
-41360000 146.48
-41640000 168.52
-41750000 174.78
-42080000 177.97
-42420000 174.66
-42650000 172.24
-42920000 174.03
-43220000 186.86
-43540000 200.55
-43950000 208.48
-44550000 210.85
-44980000 205.57
-45140000 200.23
-45320000 194.35
-45540000 191.82
-45950000 196.49
-46440000 207.65
-46710000 213.01
-47180000 214.2
-47390000 211.13
-47570000 204.05
-47620000 169.18
-47810000 161.56
-48070000 160.53
-48280000 168.93
-48330000 183.1
-48560000 186.1
-48750000 185.43
-48860000 178.8
-49160000 80.03
-49300000 71.68
-49540000 83.33
-49560000 92.31
-49760000 187.11
-49830000 195.54
-49890000 198.87
-50020000 200.13
-50120000 195.33
-50330000 202.11
-50410000 206.32
-50620000 202.92
-50810000 207.33
-51050000 210.98
-51350000 212.14
-51520000 204.86
-51570000 184.07
-51780000 176.68
-52040000 180.11
-52270000 208.97
-52310000 215.02
-52400000 217.16
-52480000 212.7
-52520000 207.06
-52600000 206.28
-52670000 211.57
-52920000 220.15
-53030000 217.62
-53150000 212.17
-53240000 209
-53470000 211.99
-54040000 214.08
-54430000 209.92
-54660000 160.52
-54860000 154.33
-55110000 157.65
-55260000 197.25
-55410000 187.37
-55430000 164.85
-55560000 134.08
-55640000 130.82
-55700000 138.71
-55700000 172.7
-55830000 177.64
-55890000 170.81
-55890000 71.96
-55900000 72.6
-55970000 173.79
-56190000 184.45
-56480000 191.64
-56790000 193.4
-57150000 192.99
-57300000 190.14
-57650000 177.17
-58660000 70.62
-58710000 61.08
-58920000 56.16
-59100000 195.5613225
-59200000 197.6444773
-59300000 186.1160575
-59400000 155.2836068
-59500000 131.671852
-59600000 125.5860635
-59700000 127.5854933
-59800000 139.3449124
-59900000 159.4855093
-60000000 176.8704681
-60100000 186.9729763
-60200000 191.8844187
-60300000 193.4439464
-60400000 192.1365566
-60500000 188.4381017
-60600000 181.9556352
-60700000 171.2997375
-60800000 161.0696195
-60900000 156.5278978
-61000000 155.7181509
-61100000 157.3050272
-61200000 163.9180412
-61300000 177.3115076
-61400000 183.7983135
-61500000 186.4149175
-61600000 186.6911559
-61700000 184.8686116
-61800000 178.3480092
-61900000 165.1511038
-62000000 147.0443568
-62100000 132.350591
-62200000 129.1874861
-62300000 136.0022001
-62400000 156.066782
-62500000 174.7428294
-62600000 184.5493414
-62700000 188.2305031
-62800000 187.85473
-62900000 181.7724855
-63000000 155.716395
-63100000 119.8289255
-63200000 106.839607
-63300000 101.8326213
-63400000 100.2863944
-63500000 101.3082714
-63600000 106.812129
-63700000 119.5597384
-63800000 136.4839942
-63900000 155.6451487
-64000000 170.16124
-64100000 180.8198069
-64200000 187.5292075
-64300000 190.6505011
-64400000 191.3454761
-64500000 189.2279413
-64600000 180.4004517
-64700000 165.3740618
-64800000 160.5613922
-64900000 161.3042641
-65000000 167.2523524
-65100000 175.9143862
-65200000 186.0301474
-65300000 193.5341998
-65400000 196.2487941
-65500000 194.3174154
-65600000 169.561769
-65700000 167.4121433
-65800000 169.1395346
-65900000 178.6204487
-66000000 190.5773521
-66100000 197.5218338
-66200000 199.5558125
-66300000 197.1704304
-66400000 157.5292778
-66500000 147.7061261
-66600000 146.6037047
-66700000 147.753436
-66800000 153.3897342
-66900000 166.2329646
-67000000 181.9516626
-67100000 191.679965
-67200000 197.9015548
-67300000 201.612733
-67400000 203.7912076
-67500000 204.1959921
-67600000 204.0977497
-67700000 203.3643637
-67800000 201.7981386
-67900000 199.4762404
-68000000 196.6941841
-68100000 193.030696
-68200000 189.2067821
-68300000 185.2280181
-68400000 181.1448536
-68500000 177.8276167
-68600000 175.9976671
-68700000 177.5614315
-68800000 185.4397184
-68900000 198.7433192
-69000000 206.7445798
-69100000 208.3376016
-69200000 201.2891377
-69300000 179.6218053
-69400000 179.1571458
-69500000 201.4244452
-69600000 210.380333
-69700000 212.789762
-69800000 212.8617061
-69900000 211.1015459
-70000000 204.9741758
-70100000 181.6965293
-70200000 172.8801139
-70300000 172.1100545
-70400000 174.2969214
-70500000 182.3150572
-70600000 198.8722175
-70700000 211.0307957
-70800000 216.5498372
-70900000 219.2004942
-71000000 219.3585949
-71100000 218.3016325
-71200000 214.4196148
-71300000 204.249351
-71400000 186.407527
-71500000 178.0284429
-71600000 175.5776654
-71700000 176.0825552
-71800000 180.8319669
